Date,Open,High,Low,Close,Volume,Market Cap
27-May-16,453.52,478.15,453.52,473.46,164781000,"7,070,010,000"
28-May-16,473.03,533.47,472.7,530.04,181199000,"7,375,780,000"
29-May-16,527.48,553.96,512.18,526.23,148737000,"8,226,500,000"
30-May-16,528.47,544.35,522.96,533.86,87958700,"8,243,960,000"
31-May-16,534.19,546.62,520.66,531.39,138450000,"8,335,100,000"
1-Jun-16,531.11,543.08,525.64,536.92,86061800,"8,288,680,000"
2-Jun-16,536.52,540.35,533.08,537.97,60378200,"8,375,000,000"
3-Jun-16,537.68,574.64,536.92,569.19,122020000,"8,395,070,000"
4-Jun-16,569.71,590.13,564.24,572.73,94925300,"8,897,080,000"
5-Jun-16,573.31,582.81,569.18,574.98,68874100,"8,955,060,000"
6-Jun-16,574.6,586.47,574.6,585.54,72138900,"8,977,700,000"
7-Jun-16,585.45,590.26,567.51,576.6,107770000,"9,149,580,000"
8-Jun-16,577.17,582.84,573.13,581.65,80265800,"9,022,250,000"
9-Jun-16,582.2,582.2,570.95,574.63,71301000,"9,103,080,000"
10-Jun-16,575.84,579.13,573.33,577.47,66991900,"9,005,920,000"
11-Jun-16,578.67,607.12,578.67,606.73,82357000,"9,052,360,000"
12-Jun-16,609.68,684.84,607.04,672.78,277085000,"9,539,850,000"
13-Jun-16,671.65,716,664.49,704.38,243295000,"10,511,900,000"
14-Jun-16,704.5,704.5,662.8,685.56,186694000,"11,028,900,000"
15-Jun-16,685.69,696.3,672.56,694.47,99223800,"10,736,600,000"
16-Jun-16,696.52,773.72,696.52,766.31,271634000,"10,908,900,000"
17-Jun-16,768.49,775.36,716.56,748.91,363321000,"12,038,900,000"
18-Jun-16,748.76,777.99,733.93,756.23,252718000,"11,732,600,000"
19-Jun-16,756.69,766.62,745.63,763.78,136185000,"11,859,800,000"
20-Jun-16,763.93,764.08,732.73,737.23,174511000,"11,976,700,000"
21-Jun-16,735.88,735.88,639.07,666.65,309944000,"11,540,000,000"
22-Jun-16,665.92,678.67,587.48,596.12,266393000,"10,445,300,000"
23-Jun-16,597.44,629.33,558.14,623.98,253462000,"9,373,190,000"
24-Jun-16,625.58,681.73,625.27,665.3,224317000,"9,816,730,000"
25-Jun-16,665.28,691.73,646.56,665.12,126656000,"10,442,000,000"
26-Jun-16,665.93,665.98,616.93,629.37,109225000,"10,454,900,000"
27-Jun-16,629.35,655.28,620.52,655.28,122134000,"9,882,840,000"
28-Jun-16,658.1,659.25,637.77,647,138385000,"10,336,800,000"
29-Jun-16,644.12,644.68,628.28,639.89,142456000,"10,119,600,000"
30-Jun-16,640.59,675.4,636.61,673.34,138980000,"10,066,400,000"
1-Jul-16,672.52,686.15,669.59,676.3,134431000,"10,570,600,000"
2-Jul-16,676.73,703.7,676.4,703.7,112354000,"10,639,600,000"
3-Jul-16,704.97,704.97,649.01,658.66,129512000,"11,086,100,000"
4-Jul-16,658.8,683.66,650.51,683.66,92008400,"10,362,700,000"
5-Jul-16,683.21,683.49,665.07,670.63,130476000,"10,749,100,000"
6-Jul-16,670.42,681.9,670.42,677.33,134961000,"10,550,300,000"
7-Jul-16,678.09,682.43,611.83,640.56,258091000,"10,673,400,000"
8-Jul-16,640.69,666.71,636.47,666.52,141970000,"10,086,900,000"
9-Jul-16,666.38,666.38,633.4,650.96,180536000,"10,493,800,000"
10-Jul-16,650.6,652.29,641.26,649.36,102532000,"10,247,300,000"
11-Jul-16,648.48,659.63,644.98,647.66,107910000,"10,215,200,000"
12-Jul-16,648.28,675.26,646.78,664.55,138173000,"10,213,100,000"
13-Jul-16,664.8,668.7,654.47,654.47,131449000,"10,474,500,000"
14-Jul-16,652.92,662.9,652.92,658.08,98511400,"10,288,400,000"
15-Jul-16,659.17,667.08,659.04,663.26,81673100,"10,387,900,000"
16-Jul-16,663.78,666.46,659.33,660.77,50330200,"10,461,700,000"
17-Jul-16,661.99,682.37,661.99,679.46,74407900,"10,434,700,000"
18-Jul-16,679.81,681.56,668.63,673.11,69465000,"10,716,800,000"
19-Jul-16,672.74,673.28,667.63,672.86,61203300,"10,606,500,000"
20-Jul-16,672.81,672.93,663.36,665.69,94636400,"10,608,600,000"
21-Jul-16,665.23,666.22,660.42,665.01,60491800,"10,490,300,000"
22-Jul-16,664.92,666.58,646.72,650.62,134169000,"10,486,600,000"
23-Jul-16,650.73,656.37,648.52,655.56,69532200,"10,263,700,000"
24-Jul-16,655.41,663.11,652.79,661.29,118184000,"10,338,600,000"
25-Jul-16,661.26,661.83,653.4,654.1,78176500,"10,431,900,000"
26-Jul-16,654.23,656.23,645.88,651.78,225135000,"10,321,900,000"
27-Jul-16,651.63,657.46,648.45,654.35,147461000,"10,281,900,000"
28-Jul-16,654.49,657.6,654.49,655.04,86428400,"10,328,100,000"
29-Jul-16,655.11,657.8,654.79,656.99,60703500,"10,338,900,000"
30-Jul-16,657.01,658.22,654.21,655.05,38456100,"10,370,100,000"
31-Jul-16,655.1,655.29,624.37,624.68,110818000,"10,340,900,000"
1-Aug-16,624.6,626.12,605.88,606.27,121887000,"9,860,620,000"
2-Aug-16,606.4,612.85,531.33,547.47,330933000,"9,574,320,000"
3-Aug-16,548.66,573.36,541.55,566.36,207982000,"8,663,670,000"
4-Aug-16,566.33,579.5,565.78,578.29,125292000,"8,943,870,000"
5-Aug-16,578.28,578.28,569.98,575.04,66127900,"9,133,690,000"
6-Aug-16,575.03,588.4,569.47,587.78,80797300,"9,083,510,000"
7-Aug-16,587.77,597.51,586.82,592.69,82398400,"9,285,940,000"
8-Aug-16,592.74,592.99,588.05,591.05,61194100,"9,365,440,000"
9-Aug-16,591.04,591.09,584.79,587.8,92228100,"9,339,660,000"
10-Aug-16,587.65,599.98,586.37,592.1,102905000,"9,286,960,000"
11-Aug-16,592.12,597.54,589.12,589.12,74514400,"9,358,770,000"
12-Aug-16,588.8,589.91,583.81,587.56,69218000,"9,307,250,000"
13-Aug-16,587.36,589.77,584.98,585.59,43563000,"9,285,530,000"
14-Aug-16,585.59,585.67,564.78,570.47,60851100,"9,258,730,000"
15-Aug-16,570.49,573.58,563.24,567.24,57262300,"9,021,180,000"
16-Aug-16,567.24,581.74,566.72,577.44,58405200,"8,970,770,000"
17-Aug-16,577.76,580.89,571.43,573.22,54443000,"9,138,030,000"
18-Aug-16,573.71,577.79,573.43,574.32,59896600,"9,074,760,000"
19-Aug-16,574.34,578.24,574.18,575.63,50631600,"9,085,820,000"
20-Aug-16,576.08,582.82,575.46,581.7,45301400,"9,114,500,000"
21-Aug-16,581.94,584.16,580.22,581.31,38299400,"9,208,210,000"
22-Aug-16,581.31,588.45,580.59,586.75,72844000,"9,199,410,000"
23-Aug-16,586.77,589.47,581.63,583.42,85349200,"9,286,930,000"
24-Aug-16,583.41,583.59,579.86,580.18,56328200,"9,234,800,000"
25-Aug-16,580.18,580.45,575.17,577.76,136130000,"9,184,700,000"
26-Aug-16,577.75,580.62,576.86,579.65,48856800,"9,147,170,000"
27-Aug-16,579.45,579.85,568.63,569.95,59698300,"9,174,990,000"
28-Aug-16,569.83,574.04,569.74,573.91,86301600,"9,023,610,000"
29-Aug-16,574.07,576.28,573.47,574.11,110398000,"9,091,830,000"
30-Aug-16,574.11,578.36,574.11,577.5,70342400,"9,093,530,000"
31-Aug-16,577.59,577.86,573.64,575.47,75840900,"9,149,730,000"
1-Sep-16,575.55,576.31,571.81,572.3,76923400,"9,118,280,000"
2-Sep-16,572.41,575.64,570.81,575.54,79910800,"9,069,550,000"
3-Sep-16,575.56,599.5,574.06,598.21,159014000,"9,120,440,000"
4-Sep-16,598.59,611.84,596.85,608.63,97942900,"9,486,370,000"
5-Sep-16,608.99,609.06,602.24,606.59,82446800,"9,652,490,000"
6-Sep-16,606.51,610.83,605.09,610.44,78529100,"9,614,140,000"
7-Sep-16,610.57,614.55,608.51,614.54,75032400,"9,679,610,000"
8-Sep-16,614.64,628.77,613.84,626.32,86713000,"9,745,120,000"
9-Sep-16,626.35,626.83,620.26,622.86,64550200,"9,931,980,000"
10-Sep-16,622.93,625.1,622.4,623.51,45016800,"9,878,730,000"
11-Sep-16,623.42,628.82,600.51,606.72,73610800,"9,887,780,000"
12-Sep-16,607.01,608.46,605.41,608.24,72812300,"9,628,560,000"
13-Sep-16,608.03,611.19,606.93,609.24,86920600,"9,645,930,000"
14-Sep-16,608.84,611.95,608.41,610.68,47877700,"9,660,080,000"
15-Sep-16,610.59,611.09,607.16,607.16,59464600,"9,688,940,000"
16-Sep-16,607.25,609.26,606.74,606.97,64963400,"9,637,020,000"
17-Sep-16,607.22,607.86,605.19,605.98,37140300,"9,637,600,000"
18-Sep-16,606.28,610.16,605.86,609.87,48679400,"9,623,950,000"
19-Sep-16,609.87,610.93,608.27,609.23,54796400,"9,681,960,000"
20-Sep-16,609.25,609.53,607.94,608.31,72710900,"9,673,140,000"
21-Sep-16,603.59,603.59,595.88,597.15,82776200,"9,584,260,000"
22-Sep-16,597.28,598.49,596.21,596.3,67085300,"9,485,280,000"
23-Sep-16,596.2,603.21,595.79,602.84,51067000,"9,469,130,000"
24-Sep-16,602.96,604.58,602.05,602.63,35359500,"9,577,520,000"
25-Sep-16,602.75,603.38,599.71,600.83,33977800,"9,575,360,000"
26-Sep-16,600.81,608.14,600.35,608.04,59153800,"9,545,830,000"
27-Sep-16,608.02,608.25,604.11,606.17,49422400,"9,661,590,000"
28-Sep-16,606.24,606.59,604.61,604.73,48722600,"9,634,530,000"
29-Sep-16,605.02,606.82,604.85,605.69,55658600,"9,616,160,000"
30-Sep-16,605.72,609.74,604.14,609.74,56122400,"9,628,250,000"
1-Oct-16,609.93,615.24,609.93,613.98,56357000,"9,696,280,000"
2-Oct-16,613.95,614.01,609.68,610.89,39249800,"9,761,330,000"
3-Oct-16,610.97,612.57,610.46,612.13,46798300,"9,714,980,000"
4-Oct-16,612.05,612.05,609.48,610.2,49801600,"9,733,330,000"
5-Oct-16,610.22,613.81,609.62,612.51,68077500,"9,705,320,000"
6-Oct-16,612.47,613.82,611.47,613.02,56812100,"9,742,370,000"
7-Oct-16,612.61,617.91,611.82,617.12,64071400,"9,745,740,000"
8-Oct-16,617.34,619.85,617.34,619.11,42345900,"9,822,100,000"
9-Oct-16,619.17,619.2,616.61,616.75,39243400,"9,852,480,000"
10-Oct-16,616.82,621.32,616.2,618.99,67481100,"9,816,270,000"
11-Oct-16,619.24,642.08,618.5,641.07,103590000,"9,855,650,000"
12-Oct-16,640.87,641.34,635.97,636.19,92370200,"10,201,000,000"
13-Oct-16,636.03,638.83,635.03,636.79,61620700,"10,125,100,000"
14-Oct-16,637.01,641.29,637.01,640.38,58144600,"10,141,600,000"
15-Oct-16,640.31,642.1,637.39,638.65,39035400,"10,195,200,000"
16-Oct-16,639.08,642.9,638.9,641.63,40298100,"10,176,800,000"
17-Oct-16,641.82,642.33,638.66,639.19,58063600,"10,221,300,000"
18-Oct-16,639.41,640.74,636,637.96,65546700,"10,184,000,000"
19-Oct-16,638.13,638.87,628.01,630.52,69381700,"10,164,800,000"
20-Oct-16,630.66,631.92,628.26,630.86,56957300,"10,046,700,000"
21-Oct-16,630.83,634.09,630.69,632.83,55951000,"10,050,300,000"
22-Oct-16,633.14,658.2,632.85,657.29,78556500,"10,088,400,000"
23-Oct-16,657.62,661.13,653.89,657.07,54474600,"10,479,700,000"
24-Oct-16,657.16,657.25,652.6,653.76,62218200,"10,473,500,000"
25-Oct-16,654,664.42,653.7,657.59,90378800,"10,424,300,000"
26-Oct-16,657.68,679.73,657.68,678.3,88877100,"10,484,000,000"
27-Oct-16,678.21,688.59,678.04,688.31,96105300,"10,812,500,000"
28-Oct-16,688,690.44,684.16,689.65,81145500,"10,969,800,000"
29-Oct-16,690.29,720.4,690.05,714.48,134761000,"11,007,600,000"
30-Oct-16,714.12,714.12,696.48,701.86,100665000,"11,388,800,000"
31-Oct-16,702.64,709.29,691.68,700.97,97064400,"11,207,200,000"
1-Nov-16,701.34,736.45,701.34,729.79,130527000,"11,187,700,000"
2-Nov-16,730.07,740.83,722.35,740.83,84865200,"11,647,200,000"
3-Nov-16,742.35,745.77,678.16,688.7,172808000,"11,844,300,000"
4-Nov-16,689.12,706.93,685.56,703.24,99907700,"10,996,400,000"
5-Nov-16,703.53,707.51,697.74,703.42,53752300,"11,227,200,000"
6-Nov-16,703.81,714.26,699.56,711.52,59902200,"11,233,000,000"
7-Nov-16,710.74,710.74,699.9,703.13,65047100,"11,344,800,000"
8-Nov-16,703.09,712.99,702.39,709.85,79660800,"11,224,000,000"
9-Nov-16,709.83,740.05,708.61,723.27,132429000,"11,333,000,000"
10-Nov-16,722.84,723.02,711.21,715.53,68807800,"11,542,100,000"
11-Nov-16,715.56,718.32,714.41,716.41,63119700,"11,427,200,000"
12-Nov-16,716.75,717.15,704.04,705.05,64622500,"11,447,700,000"
13-Nov-16,705.2,705.26,687.32,702.03,80318100,"11,264,500,000"
14-Nov-16,702,706.28,699.81,705.02,62993000,"11,214,600,000"
15-Nov-16,705.79,715.72,705.26,711.62,72038500,"11,283,400,000"
16-Nov-16,711.17,747.62,709.04,744.2,141294000,"11,370,700,000"
17-Nov-16,744.88,755.65,739.51,740.98,108579000,"11,911,300,000"
18-Nov-16,740.71,752.88,736.89,751.59,87363100,"11,846,000,000"
19-Nov-16,751.83,756.24,744.47,751.62,110608000,"12,025,400,000"
20-Nov-16,751.88,755.48,717.94,731.03,154116000,"12,027,500,000"
21-Nov-16,731.27,741.72,730.51,739.25,60802400,"11,698,900,000"
22-Nov-16,739.64,753.87,736.53,751.35,129906000,"11,834,200,000"
23-Nov-16,751.74,752.25,738.92,744.59,76543800,"12,029,000,000"
24-Nov-16,744.62,746.83,733.49,740.29,85919300,"11,916,500,000"
25-Nov-16,740.44,741.65,734.59,741.65,67807600,"11,851,100,000"
26-Nov-16,741.51,742.21,729.63,735.38,54962700,"11,869,600,000"
27-Nov-16,735.44,739.02,731.09,732.04,52601800,"11,773,800,000"
28-Nov-16,732.48,738.01,732.48,735.81,61888600,"11,727,800,000"
29-Nov-16,736.33,737.47,734.56,735.6,68511100,"11,790,900,000"
30-Nov-16,736.28,747.93,736.27,745.69,84070800,"11,791,600,000"
1-Dec-16,746.05,758.28,746.05,756.77,80461900,"11,949,200,000"
2-Dec-16,757.55,781.3,757.55,777.94,127605000,"12,134,800,000"
3-Dec-16,778.25,778.25,764.86,771.16,69547300,"12,467,800,000"
4-Dec-16,771.64,773.87,768.16,773.87,60557900,"12,363,600,000"
5-Dec-16,773.39,773.47,751.71,758.7,106363000,"12,393,100,000"
6-Dec-16,758.72,765.62,758.72,764.22,116218000,"12,159,400,000"
7-Dec-16,764.21,771.54,759.75,768.13,96426100,"12,248,900,000"
8-Dec-16,768.08,774.7,765.95,770.81,80111900,"12,312,500,000"
9-Dec-16,769.94,774.53,769.65,772.79,68705300,"12,344,000,000"
10-Dec-16,773.02,777.09,772.91,774.65,53843100,"12,394,500,000"
11-Dec-16,774.75,774.8,765.41,769.73,57313400,"12,423,600,000"
12-Dec-16,770.04,781.92,770.04,780.09,76571000,"12,349,800,000"
13-Dec-16,780.65,788.46,777.96,780.56,81645600,"12,521,500,000"
14-Dec-16,780.01,782.03,776.84,781.48,75979000,"12,512,900,000"
15-Dec-16,780.07,781.44,777.8,778.09,81580100,"12,511,700,000"
16-Dec-16,778.96,785.03,778.96,784.91,83608200,"12,498,800,000"
17-Dec-16,785.17,792.51,784.86,790.83,78989800,"12,599,600,000"
18-Dec-16,791.01,794.74,788.03,790.53,60524400,"12,694,800,000"
19-Dec-16,790.69,793.61,790.32,792.71,74886400,"12,691,100,000"
20-Dec-16,792.25,801.34,791.5,800.88,99629300,"12,717,600,000"
21-Dec-16,800.64,834.28,799.41,834.28,155576000,"12,853,700,000"
22-Dec-16,834.18,875.78,834.15,864.54,200027000,"13,393,800,000"
23-Dec-16,864.89,925.12,864.68,921.98,275564000,"13,888,600,000"
24-Dec-16,922.18,923.48,886.34,898.82,137727000,"14,810,300,000"
25-Dec-16,899.65,899.65,862.42,896.18,143665000,"14,450,100,000"
26-Dec-16,896.91,913.18,896.9,907.61,123771000,"14,407,800,000"
27-Dec-16,908.35,940.05,904.26,933.2,167308000,"14,593,300,000"
28-Dec-16,934.83,975.92,934.83,975.92,236630000,"15,020,500,000"
29-Dec-16,975.13,979.4,954.5,973.5,199320000,"15,670,000,000"
30-Dec-16,972.54,972.54,934.83,961.24,187474000,"15,630,200,000"
31-Dec-16,960.63,963.74,947.24,963.74,99135100,"15,440,700,000"
1-Jan-17,963.66,"1,003.08",958.7,998.33,147775000,"15,491,200,000"
2-Jan-17,998.62,"1,031.39",996.7,"1,021.75",222185000,"16,055,100,000"
3-Jan-17,"1,021.60","1,044.08","1,021.60","1,043.84",185168000,"16,426,600,000"
4-Jan-17,"1,044.40","1,159.42","1,044.40","1,154.73",344946000,"16,795,400,000"
5-Jan-17,"1,156.73","1,191.10",910.42,"1,013.38",510199000,"18,604,000,000"
6-Jan-17,"1,014.24","1,046.81",883.94,902.2,351876000,"16,314,100,000"
7-Jan-17,903.49,908.59,823.56,908.59,279550000,"14,534,400,000"
8-Jan-17,908.18,942.72,887.25,911.2,158715000,"14,611,400,000"
9-Jan-17,913.24,913.69,879.81,902.83,141877000,"14,694,900,000"
10-Jan-17,902.44,914.87,901.06,907.68,115808000,"14,522,600,000"
11-Jan-17,908.12,919.45,762.77,777.76,310929000,"14,615,700,000"
12-Jan-17,775.18,826.25,755.76,804.83,222326000,"12,477,600,000"
13-Jan-17,803.74,829,780,823.98,168968000,"12,939,100,000"
14-Jan-17,825.14,835.09,812.46,818.41,93063300,"13,285,200,000"
15-Jan-17,818.14,823.31,812.87,821.8,71013600,"13,174,300,000"
16-Jan-17,821.78,834.53,820.27,831.53,82755200,"13,234,600,000"
17-Jan-17,830.95,910.56,830.8,907.94,155095000,"13,383,900,000"
18-Jan-17,909.37,917.5,858.3,886.62,225677000,"14,648,900,000"
19-Jan-17,888.34,904.61,884.34,899.07,105625000,"14,311,700,000"
20-Jan-17,898.17,899.4,887.01,895.03,86728400,"14,472,100,000"
21-Jan-17,895.55,927.37,895.54,921.79,111158000,"14,432,000,000"
22-Jan-17,922.21,937.53,897.56,924.67,116573000,"14,863,600,000"
23-Jan-17,925.5,928.27,916.74,921.01,73588600,"14,918,800,000"
24-Jan-17,910.68,924.15,892.29,892.69,111349000,"14,681,400,000"
25-Jan-17,891.92,903.25,891.69,901.54,120831000,"14,380,700,000"
26-Jan-17,902.4,919.33,902.22,917.59,131958000,"14,551,200,000"
27-Jan-17,918.36,923.22,915.85,919.75,125594000,"14,810,400,000"
28-Jan-17,919.81,923.91,919.81,921.59,68979600,"14,835,800,000"
29-Jan-17,922.07,923.42,919.15,919.5,60851700,"14,874,000,000"
30-Jan-17,920.15,923.05,919.47,920.38,78227300,"14,844,900,000"
31-Jan-17,920.96,972.02,920.96,970.4,164582000,"14,859,700,000"
1-Feb-17,970.94,989.11,970.74,989.02,150110000,"15,667,900,000"
2-Feb-17,990,"1,013.52",983.22,"1,011.80",145821000,"15,977,800,000"
3-Feb-17,"1,011.46","1,033.87","1,008.79","1,029.91",201278000,"16,326,100,000"
4-Feb-17,"1,031.33","1,045.90","1,015.16","1,042.90",155064000,"16,648,800,000"
5-Feb-17,"1,043.52","1,043.63","1,022.37","1,027.34",114208000,"16,847,400,000"
6-Feb-17,"1,028.40","1,044.64","1,028.16","1,038.15",111762000,"16,605,400,000"
7-Feb-17,"1,040.14","1,061.93","1,040.14","1,061.35",146007000,"16,796,600,000"
8-Feb-17,"1,062.32","1,078.97","1,037.49","1,063.07",201855000,"17,156,700,000"
9-Feb-17,"1,064.70","1,088.99",953.34,994.38,407220000,"17,197,100,000"
10-Feb-17,995.63,998.91,946.69,988.67,190452000,"16,083,600,000"
11-Feb-17,988.9,"1,009.29",982.83,"1,004.45",102261000,"15,976,700,000"
12-Feb-17,"1,003.52","1,004.76",996.92,999.18,67530000,"16,214,700,000"
13-Feb-17,998.89,"1,002.10",976,990.64,100607000,"16,141,500,000"
14-Feb-17,991.74,"1,011.51",986.47,"1,004.55",137946000,"16,028,000,000"
15-Feb-17,"1,006.21","1,008.84","1,001.58","1,007.48",89759400,"16,264,100,000"
16-Feb-17,"1,007.65","1,033.37","1,007.65","1,027.44",122277000,"16,289,100,000"
17-Feb-17,"1,026.12","1,053.17","1,025.64","1,046.21",136474000,"16,589,600,000"
18-Feb-17,"1,049.21","1,061.10","1,046.96","1,054.42",99073500,"16,964,800,000"
19-Feb-17,"1,054.76","1,056.81","1,043.46","1,047.87",77423300,"17,056,600,000"
20-Feb-17,"1,048.69","1,080.49","1,041.69","1,079.98",109478000,"16,960,200,000"
21-Feb-17,"1,079.28","1,117.25","1,076.93","1,115.30",186869000,"17,456,900,000"
22-Feb-17,"1,114.80","1,125.39","1,100.55","1,117.44",136100000,"18,033,400,000"
23-Feb-17,"1,117.27","1,176.62","1,116.96","1,166.72",189454000,"18,075,200,000"
24-Feb-17,"1,172.71","1,200.39","1,131.96","1,173.68",330759000,"18,974,400,000"
25-Feb-17,"1,170.41","1,174.85","1,124.59","1,143.84",139961000,"18,939,500,000"
26-Feb-17,"1,144.27","1,167.47","1,130.20","1,165.20",116486000,"18,518,900,000"
27-Feb-17,"1,163.78","1,181.98","1,163.38","1,179.97",131570000,"18,837,300,000"
28-Feb-17,"1,180.72","1,193.25","1,171.82","1,179.97",184956000,"19,113,600,000"
1-Mar-17,"1,180.04","1,222.50","1,179.69","1,222.50",229057000,"19,104,800,000"
2-Mar-17,"1,224.68","1,262.13","1,215.62","1,251.01",368275000,"19,829,800,000"
3-Mar-17,"1,250.71","1,280.31","1,250.71","1,274.99",315739000,"20,253,700,000"
4-Mar-17,"1,277.43","1,279.40","1,230.51","1,255.15",183270000,"20,688,800,000"
5-Mar-17,"1,254.29","1,267.29","1,238.06","1,267.12",134127000,"20,316,000,000"
6-Mar-17,"1,267.47","1,276.00","1,264.60","1,272.83",153657000,"20,531,900,000"
7-Mar-17,"1,273.21","1,275.55","1,204.80","1,223.54",291256000,"20,627,100,000"
8-Mar-17,"1,223.23","1,232.16","1,148.08","1,150.00",332603000,"19,819,800,000"
9-Mar-17,"1,150.35","1,197.46","1,141.23","1,188.49",212283000,"18,640,900,000"
10-Mar-17,"1,189.36","1,270.47","1,077.25","1,116.72",563796000,"19,275,300,000"
11-Mar-17,"1,116.32","1,193.83","1,116.32","1,175.83",283320000,"18,093,700,000"
12-Mar-17,"1,176.62","1,226.98","1,175.36","1,221.38",227176000,"19,073,300,000"
13-Mar-17,"1,221.78","1,237.37","1,217.03","1,231.92",380277000,"19,807,700,000"
14-Mar-17,"1,232.16","1,244.81","1,220.72","1,240.00",245306000,"19,978,200,000"
15-Mar-17,"1,240.16","1,251.61","1,239.75","1,249.61",297805000,"20,110,400,000"
16-Mar-17,"1,251.33","1,257.98","1,152.44","1,187.81",638568000,"20,293,700,000"
17-Mar-17,"1,180.16","1,180.16","1,099.57","1,100.23",706599000,"19,141,800,000"
18-Mar-17,"1,099.69","1,114.07",957.66,973.82,621302000,"17,838,700,000"
19-Mar-17,976.73,"1,069.91",976.73,"1,036.74",406648000,"15,846,000,000"
20-Mar-17,"1,037.24","1,063.03","1,036.68","1,054.23",286530000,"16,829,800,000"
21-Mar-17,"1,055.36","1,122.43","1,055.36","1,120.54",337391000,"17,125,600,000"
22-Mar-17,"1,120.65","1,120.65","1,014.21","1,049.14",380841000,"18,187,100,000"
23-Mar-17,"1,050.05","1,058.01","1,028.93","1,038.59",248540000,"17,043,400,000"
24-Mar-17,"1,038.45","1,040.47",934.36,937.52,491038000,"16,857,000,000"
25-Mar-17,936.54,975.76,903.71,972.78,435803000,"15,204,800,000"
26-Mar-17,974.02,"1,007.96",954.19,966.73,303668000,"15,814,800,000"
27-Mar-17,972.06,"1,046.40",971.98,"1,045.77",372535000,"15,785,000,000"
28-Mar-17,"1,044.58","1,064.65","1,027.73","1,047.15",326332000,"16,964,500,000"
29-Mar-17,"1,046.08","1,055.13","1,015.88","1,039.97",298458000,"16,990,900,000"
30-Mar-17,"1,042.21","1,049.29","1,020.04","1,026.43",352969000,"16,929,800,000"
31-Mar-17,"1,026.64","1,074.92","1,026.64","1,071.79",447287000,"16,679,000,000"
1-Apr-17,"1,071.71","1,091.72","1,061.09","1,080.50",289634000,"17,413,000,000"
2-Apr-17,"1,080.61","1,107.59","1,075.45","1,102.17",514187000,"17,559,400,000"
3-Apr-17,"1,102.95","1,151.74","1,102.95","1,143.81",580444000,"17,924,600,000"
4-Apr-17,"1,145.52","1,156.44","1,120.52","1,133.25",436310000,"18,619,000,000"
5-Apr-17,"1,134.14","1,135.09","1,113.63","1,124.78",414784000,"18,435,700,000"
6-Apr-17,"1,125.81","1,188.37","1,125.81","1,182.68",511222000,"18,302,600,000"
7-Apr-17,"1,178.94","1,186.58","1,163.39","1,176.90",317022000,"19,168,500,000"
8-Apr-17,"1,172.65","1,184.98","1,162.58","1,175.95",209312000,"19,068,600,000"
9-Apr-17,"1,176.57","1,197.21","1,171.86","1,187.87",242343000,"19,134,400,000"
10-Apr-17,"1,187.30","1,190.34","1,179.04","1,187.13",215883000,"19,311,200,000"
11-Apr-17,"1,187.46","1,208.07","1,187.46","1,205.01",216182000,"19,316,000,000"
12-Apr-17,"1,204.81","1,207.14","1,196.76","1,200.37",288702000,"19,600,800,000"
13-Apr-17,"1,201.02","1,205.89","1,156.44","1,169.28",351969000,"19,541,300,000"
14-Apr-17,"1,170.33","1,190.80","1,159.79","1,167.54",254827000,"19,043,800,000"
15-Apr-17,"1,167.30","1,188.00","1,164.96","1,172.52",203559000,"18,996,500,000"
16-Apr-17,"1,172.61","1,187.22","1,172.61","1,182.94",183231000,"19,085,100,000"
17-Apr-17,"1,183.25","1,194.90","1,172.65","1,193.91",253206000,"19,260,500,000"
18-Apr-17,"1,193.77","1,217.57","1,193.77","1,211.67",270524000,"19,433,800,000"
19-Apr-17,"1,212.13","1,215.51","1,205.08","1,210.29",288061000,"19,734,800,000"
20-Apr-17,"1,211.08","1,240.79","1,208.41","1,229.08",315108000,"19,719,900,000"
21-Apr-17,"1,229.42","1,235.94","1,215.56","1,222.05",272167000,"20,020,700,000"
22-Apr-17,"1,222.71","1,235.56","1,208.47","1,231.71",249320000,"19,913,900,000"
23-Apr-17,"1,231.92","1,232.20","1,203.94","1,207.21",258951000,"20,066,200,000"
24-Apr-17,"1,209.63","1,250.94","1,209.63","1,250.15",235806000,"19,705,400,000"
25-Apr-17,"1,250.45","1,267.58","1,249.97","1,265.49",242556000,"20,372,300,000"
26-Apr-17,"1,265.99","1,294.83","1,265.93","1,281.08",329631000,"20,627,900,000"
27-Apr-17,"1,281.88","1,319.70","1,281.30","1,317.73",449197000,"20,889,200,000"
28-Apr-17,"1,317.74","1,331.28","1,292.37","1,316.48",527489000,"21,476,000,000"
29-Apr-17,"1,317.84","1,327.20","1,315.21","1,321.79",422706000,"21,479,800,000"
30-Apr-17,"1,321.87","1,347.91","1,314.92","1,347.89",413115000,"21,548,400,000"
1-May-17,"1,348.30","1,434.32","1,348.30","1,421.60",713624000,"21,981,800,000"
2-May-17,"1,421.03","1,473.90","1,415.69","1,452.82",477338000,"23,170,200,000"
3-May-17,"1,453.78","1,492.77","1,447.49","1,490.09",583796000,"23,707,100,000"
4-May-17,"1,490.72","1,608.91","1,490.72","1,537.67",933549000,"24,311,900,000"
5-May-17,"1,540.87","1,618.03","1,530.31","1,555.45",946036000,"25,133,100,000"
6-May-17,"1,556.81","1,578.80","1,542.50","1,578.80",582530000,"25,395,600,000"
7-May-17,"1,579.47","1,596.72","1,559.76","1,596.71",1080030000,"25,768,500,000"
